Nr.p.k.,Norise,Iestāde,Pašvaldība,Punkti Lasīšana,Procenti Lasīšana,Punkti Klausīšanās,Procenti Klausīšanās,Punkti Rakstīšana,Procenti Rakstīšana,Punkti Runāšana,Procenti Runāšana,Punkti kopā,Procenti kopā,Tips,Urbanizācija
6102,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"15,0000",60,"20,0000",80,"15,0000",60,"16,0000",64,"66,0000",66,tālmācības vidusskola,Tālmācības vidusskola
6103,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"16,0000",64,"15,0000",60,"18,0000",72,"61,0000",61,tālmācības vidusskola,Tālmācības vidusskola
6104,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"17,0000",68,"13,0000",52,"19,3750",77,"14,0000",56,"63,3750",63,tālmācības vidusskola,Tālmācības vidusskola
6105,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"5,0000",20,"3,0000",12,"0,0000",0,"0,0000",0,"8,0000",8,tālmācības vidusskola,Tālmācības vidusskola
6106,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"13,0000",52,"5,0000",20,"12,5000",50,"19,0000",76,"49,5000",49,tālmācības vidusskola,Tālmācības vidusskola
6107,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"13,0000",52,"11,2500",45,"24,0000",96,"62,2500",62,tālmācības vidusskola,Tālmācības vidusskola
6108,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"15,0000",60,"12,5000",50,"20,0000",80,"61,5000",61,tālmācības vidusskola,Tālmācības vidusskola
6109,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"21,0000",84,"23,0000",92,"16,8750",67,"0,0000",0,"60,8750",60,tālmācības vidusskola,Tālmācības vidusskola
6110,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"6,0000",24,"0,0000",0,"0,0000",0,"18,0000",18,tālmācības vidusskola,Tālmācības vidusskola
6111,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"5,0000",20,"10,0000",40,"3,7500",15,"20,0000",80,"38,7500",38,tālmācības vidusskola,Tālmācības vidusskola
6112,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"5,0000",20,"4,0000",16,"7,5000",30,"6,0000",24,"22,5000",22,tālmācības vidusskola,Tālmācības vidusskola
6113,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"9,0000",36,"11,0000",44,"19,3750",77,"21,0000",84,"60,3750",60,tālmācības vidusskola,Tālmācības vidusskola
6114,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"11,0000",44,"13,0000",52,"13,7500",55,"20,0000",80,"57,7500",57,tālmācības vidusskola,Tālmācības vidusskola
6115,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"3,0000",12,"7,0000",28,"13,1250",52,"13,0000",52,"36,1250",36,tālmācības vidusskola,Tālmācības vidusskola
6116,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"6,0000",24,"4,0000",16,"11,2500",45,"9,0000",36,"30,2500",30,tālmācības vidusskola,Tālmācības vidusskola
6117,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"13,0000",52,"21,8750",87,"25,0000",100,"73,8750",73,tālmācības vidusskola,Tālmācības vidusskola
6118,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"16,0000",64,"17,0000",68,"17,5000",70,"24,0000",96,"74,5000",74,tālmācības vidusskola,Tālmācības vidusskola
6119,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"7,0000",28,"4,0000",16,"21,2500",85,"24,0000",96,"56,2500",56,tālmācības vidusskola,Tālmācības vidusskola
6120,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"8,0000",32,"6,0000",24,"10,6250",42,"23,0000",92,"47,6250",47,tālmācības vidusskola,Tālmācības vidusskola
6121,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"6,0000",24,"6,0000",24,"5,0000",20,"9,0000",36,"26,0000",26,tālmācības vidusskola,Tālmācības vidusskola
6122,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"5,0000",20,"1,0000",4,"0,6250",2,"9,0000",36,"15,6250",15,tālmācības vidusskola,Tālmācības vidusskola
6123,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"16,0000",64,"9,0000",36,"8,7500",35,"25,0000",100,"58,7500",58,tālmācības vidusskola,Tālmācības vidusskola
6124,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"13,0000",52,"12,0000",48,"8,7500",35,"15,0000",60,"48,7500",48,tālmācības vidusskola,Tālmācības vidusskola
6125,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"8,0000",32,"8,0000",32,"16,8750",67,"17,0000",68,"49,8750",49,tālmācības vidusskola,Tālmācības vidusskola
6126,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"9,0000",36,"7,0000",28,"14,3750",57,"24,0000",96,"54,3750",54,tālmācības vidusskola,Tālmācības vidusskola
6127,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"3,0000",12,"14,3750",57,"23,0000",92,"52,3750",52,tālmācības vidusskola,Tālmācības vidusskola
6128,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"17,0000",68,"13,0000",52,"24,3750",97,"25,0000",100,"79,3750",79,tālmācības vidusskola,Tālmācības vidusskola
6129,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"13,0000",52,"18,1250",72,"20,0000",80,"65,1250",65,tālmācības vidusskola,Tālmācības vidusskola
6130,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"6,0000",24,"6,0000",24,"10,0000",40,"14,0000",56,"36,0000",36,tālmācības vidusskola,Tālmācības vidusskola
6131,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"8,0000",32,"10,6250",42,"16,0000",64,"46,6250",46,tālmācības vidusskola,Tālmācības vidusskola
6132,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"9,0000",36,"8,0000",32,"10,6250",42,"18,0000",72,"45,6250",45,tālmācības vidusskola,Tālmācības vidusskola
6133,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"18,0000",72,"14,0000",56,"11,8750",47,"21,0000",84,"64,8750",64,tālmācības vidusskola,Tālmācības vidusskola
6134,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"21,0000",84,"19,0000",76,"15,6250",62,"25,0000",100,"80,6250",80,tālmācības vidusskola,Tālmācības vidusskola
6135,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"7,0000",28,"4,0000",16,"3,7500",15,"15,0000",60,"29,7500",29,tālmācības vidusskola,Tālmācības vidusskola
6136,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"11,0000",44,"8,0000",32,"7,5000",30,"19,0000",76,"45,5000",45,tālmācības vidusskola,Tālmācības vidusskola
6137,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"19,0000",76,"16,0000",64,"22,5000",90,"19,0000",76,"76,5000",76,tālmācības vidusskola,Tālmācības vidusskola
6138,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"9,0000",36,"9,3750",37,"19,0000",76,"51,3750",51,tālmācības vidusskola,Tālmācības vidusskola
6139,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"7,0000",28,"5,0000",20,"0,0000",0,"12,0000",48,"24,0000",24,tālmācības vidusskola,Tālmācības vidusskola
6140,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"10,0000",40,"10,0000",40,"8,1250",32,"20,0000",80,"48,1250",48,tālmācības vidusskola,Tālmācības vidusskola
6141,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"9,0000",36,"11,2500",45,"17,0000",68,"49,2500",49,tālmācības vidusskola,Tālmācības vidusskola
6142,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"3,0000",12,"10,0000",40,"6,2500",25,"12,0000",48,"31,2500",31,tālmācības vidusskola,Tālmācības vidusskola
6143,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"14,0000",56,"5,0000",20,"10,6250",42,"18,0000",72,"47,6250",47,tālmācības vidusskola,Tālmācības vidusskola
6144,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"6,0000",24,"3,0000",12,"10,6250",42,"10,0000",40,"29,6250",29,tālmācības vidusskola,Tālmācības vidusskola
6145,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"9,0000",36,"4,0000",16,"8,7500",35,"14,0000",56,"35,7500",35,tālmācības vidusskola,Tālmācības vidusskola
6146,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"16,0000",64,"15,0000",60,"12,5000",50,"19,0000",76,"62,5000",62,tālmācības vidusskola,Tālmācības vidusskola
6147,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"10,0000",40,"8,0000",32,"13,1250",52,"0,0000",0,"31,1250",31,tālmācības vidusskola,Tālmācības vidusskola
6148,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"12,0000",48,"9,0000",36,"13,7500",55,"24,0000",96,"58,7500",58,tālmācības vidusskola,Tālmācības vidusskola
6149,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"3,0000",12,"3,0000",12,"8,1250",32,"0,0000",0,"14,1250",14,tālmācības vidusskola,Tālmācības vidusskola
6150,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"15,0000",60,"8,0000",32,"18,1250",72,"23,0000",92,"64,1250",64,tālmācības vidusskola,Tālmācības vidusskola
6151,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"15,0000",60,"17,0000",68,"8,1250",32,"24,0000",96,"64,1250",64,tālmācības vidusskola,Tālmācības vidusskola
6152,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"9,0000",36,"11,0000",44,"13,1250",52,"0,0000",0,"33,1250",33,tālmācības vidusskola,Tālmācības vidusskola
6153,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"18,0000",72,"14,0000",56,"13,1250",52,"24,0000",96,"69,1250",69,tālmācības vidusskola,Tālmācības vidusskola
6154,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"11,0000",44,"8,0000",32,"10,6250",42,"11,0000",44,"40,6250",40,tālmācības vidusskola,Tālmācības vidusskola
6155,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"7,0000",28,"5,0000",20,"6,2500",25,"13,0000",52,"31,2500",31,tālmācības vidusskola,Tālmācības vidusskola
6156,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"10,0000",40,"13,0000",52,"16,8750",67,"19,0000",76,"58,8750",58,tālmācības vidusskola,Tālmācības vidusskola
6157,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"21,0000",84,"13,0000",52,"12,5000",50,"23,0000",92,"69,5000",69,tālmācības vidusskola,Tālmācības vidusskola
6158,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"11,0000",44,"2,0000",8,"10,6250",42,"0,0000",0,"23,6250",23,tālmācības vidusskola,Tālmācības vidusskola
6159,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Tālmācības vidusskola ""Vidusskola.com""",Rīga,"17,0000",68,"13,0000",52,"16,2500",65,"24,0000",96,"70,2500",70,tālmācības vidusskola,Tālmācības vidusskola
6160,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"13,0000",52,"13,0000",52,"13,7500",55,"19,0000",76,"58,7500",58,tālmācības vidusskola,Tālmācības vidusskola
6161,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"15,0000",60,"11,0000",44,"14,3750",57,"19,0000",76,"59,3750",59,tālmācības vidusskola,Tālmācības vidusskola
6162,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"20,0000",80,"21,0000",84,"20,0000",80,"23,0000",92,"84,0000",84,tālmācības vidusskola,Tālmācības vidusskola
6163,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"14,0000",56,"17,0000",68,"17,5000",70,"22,0000",88,"70,5000",70,tālmācības vidusskola,Tālmācības vidusskola
6164,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"15,0000",60,"18,0000",72,"15,0000",60,"24,0000",96,"72,0000",72,tālmācības vidusskola,Tālmācības vidusskola
6165,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"20,0000",80,"8,0000",32,"21,2500",85,"19,0000",76,"68,2500",68,tālmācības vidusskola,Tālmācības vidusskola
6166,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"14,0000",56,"16,0000",64,"6,2500",25,"24,0000",96,"60,2500",60,tālmācības vidusskola,Tālmācības vidusskola
6167,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"7,0000",28,"8,0000",32,"19,3750",77,"25,0000",100,"59,3750",59,tālmācības vidusskola,Tālmācības vidusskola
6168,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"4,0000",16,"6,0000",24,"2,5000",10,"17,0000",68,"29,5000",29,tālmācības vidusskola,Tālmācības vidusskola
6169,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"6,0000",24,"5,0000",20,"2,5000",10,"13,0000",52,"26,5000",26,tālmācības vidusskola,Tālmācības vidusskola
6170,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"6,0000",24,"3,0000",12,"3,1250",12,"14,0000",56,"26,1250",26,tālmācības vidusskola,Tālmācības vidusskola
6171,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"13,0000",52,"7,0000",28,"11,2500",45,"18,0000",72,"49,2500",49,tālmācības vidusskola,Tālmācības vidusskola
6172,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"16,0000",64,"8,0000",32,"14,3750",57,"20,0000",80,"58,3750",58,tālmācības vidusskola,Tālmācības vidusskola
6173,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"4,0000",16,"4,0000",16,"0,0000",0,"4,0000",16,"12,0000",12,tālmācības vidusskola,Tālmācības vidusskola
6174,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"13,0000",52,"9,0000",36,"15,6250",62,"20,0000",80,"57,6250",57,tālmācības vidusskola,Tālmācības vidusskola
6175,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Tālmācības vidusskola VSK.LV,Rīga,"6,0000",24,"3,0000",12,"0,0000",0,"15,0000",60,"24,0000",24,tālmācības vidusskola,Tālmācības vidusskola
